Lake_Area_km2,Dam_Slope_deg,Lake_Temp_C,Elevation_m,Risk_Index
0.9006,6.88,2.07,4270.88,0.4422
0.0607,30.18,1.87,5673.85,0.4323
1.0412,5.11,0.34,5410.24,0.4529
0.82,12.4,2.67,4119.53,0.4805
0.1155,27.23,0.6,3590.85,0.2944
1.1369,14.49,1.37,3754.62,0.534
1.1979,8.06,1.74,5321.23,0.5738
0.0888,15.81,4.45,3999.17,0.3446
0.3672,13.11,4.82,4428.18,0.4378
1.05,30.28,1.66,4754.25,0.6932
0.9753,14.4,4.72,5313.67,0.6677
0.248,28.67,4.71,3783.08,0.5046
0.2801,31.76,4.21,4515.92,0.5521
0.4879,18.01,0.81,4712.68,0.3825
0.635,32.3,3.8,4852.07,0.6645
0.8075,16.32,5.2,5545.9,0.6593
0.4859,33.92,3.75,3929.2,0.5938
0.6067,7.68,1.82,5519.58,0.3995
0.9742,25.61,2.75,5232.2,0.6886
0.0573,19.81,3.55,4889.68,0.3721
0.3356,16.63,2.81,5248.82,0.4179
0.9302,23.98,0.66,4530.04,0.557
1.1648,26.12,1.72,3845.99,0.6587
0.6701,5.13,4.41,5164.41,0.4771
0.6964,10.01,4.74,4811.68,0.5249
0.1483,26.39,0.76,5098.44,0.3634
0.5872,24.99,5.24,4345.0,0.6192
0.6971,33.98,1.81,5767.17,0.6623
0.3228,27.83,3.64,4968.42,0.529
0.3573,33.52,4.14,3713.51,0.5563
0.4967,26.08,4.47,4624.51,0.5839
0.0359,13.94,5.2,5390.89,0.3953
0.4255,8.16,1.72,5485.34,0.3428
0.2828,28.45,4.72,4736.49,0.552
0.4325,24.32,0.72,5736.87,0.4572
0.1645,6.45,3.88,4169.17,0.2738
1.1588,15.8,4.08,4526.5,0.6814
0.7757,33.7,3.73,5746.49,0.753
0.886,20.01,1.39,5740.64,0.5843
1.028,17.98,4.8,5214.28,0.7135
0.653,18.73,0.93,5647.45,0.4812
0.1221,11.27,0.29,3721.93,0.1536
0.7029,16.06,3.95,5662.49,0.5841
0.767,16.09,2.62,4301.55,0.5012
0.9716,6.57,4.67,3945.83,0.5429
0.5668,28.03,2.11,4098.42,0.5153
0.1746,17.5,0.93,4544.92,0.2793
0.3761,29.67,4.6,4127.98,0.5624
0.4784,30.51,3.02,4301.42,0.5506
0.8432,11.36,1.04,3837.45,0.4081
0.7463,24.72,3.96,4240.44,0.6151
0.4694,19.17,2.81,4930.71,0.4682
1.2826,31.4,3.32,4604.63,0.8287
0.7914,11.47,2.53,4366.8,0.4685
0.316,25.33,4.56,5366.13,0.5548
0.1413,23.23,4.56,5733.77,0.4978
0.2072,13.86,3.9,5391.97,0.4001
0.3273,9.1,0.58,4330.0,0.233
0.2173,24.55,4.61,5361.11,0.5194
0.2507,27.16,3.69,3879.95,0.4593
0.3778,14.47,3.83,3825.79,0.3926
0.2337,24.34,2.0,4364.07,0.3878
1.1668,16.85,4.84,5519.26,0.7602
0.1135,26.4,3.99,4115.87,0.4309
0.6866,10.98,0.62,3658.13,0.3342
0.5394,31.71,2.24,3829.27,0.5324
1.2773,13.62,4.88,5646.86,0.7731
0.1545,16.03,0.26,5084.46,0.2578
0.5232,6.74,5.29,4133.0,0.4364
1.2606,8.35,3.74,4888.24,0.651
1.1265,20.48,3.47,4818.95,0.7011
1.064,13.03,1.49,5138.59,0.5588
0.3427,30.06,1.37,4082.97,0.4362
0.2304,5.44,5.18,5661.01,0.3923
0.8725,16.37,1.64,4273.42,0.4993
1.2089,15.12,4.27,5235.33,0.7263
0.7282,5.58,2.16,3540.31,0.352
0.7474,8.73,0.77,4431.64,0.3701
0.3712,17.41,0.06,4379.27,0.3008
1.0026,19.79,2.99,4858.71,0.6412
0.2513,17.13,5.37,3681.84,0.4267
0.4275,20.93,2.03,5475.33,0.4638
0.5588,22.85,1.96,4044.45,0.4608
0.6648,5.3,1.89,5192.59,0.3864
0.3227,18.92,2.86,5508.03,0.4458
0.1581,33.9,2.42,4904.69,0.4834
0.7977,20.57,4.84,5352.21,0.6718
0.3823,25.33,2.78,5154.65,0.502
0.7598,14.36,2.79,4388.82,0.4939
0.2091,28.22,0.76,5522.15,0.4147
0.6307,28.19,5.41,4236.75,0.6619
0.697,20.64,1.37,4928.03,0.4983
0.0769,34.28,0.4,5363.49,0.4066
0.4442,8.77,3.65,4447.39,0.3825
0.1834,5.51,3.27,4256.92,0.2528
0.0918,28.1,2.28,4648.37,0.3979
1.287,29.21,2.32,5544.91,0.8125
0.4258,8.61,4.32,5824.8,0.4549
1.0547,12.97,1.08,4862.71,0.5295
0.3385,5.53,4.51,5153.67,0.3817
0.8891,13.8,3.57,5758.18,0.612
0.9907,28.19,2.3,3746.37,0.64
0.7784,20.54,2.52,4080.2,0.5304
0.6183,15.44,1.41,5272.25,0.4448
0.5413,16.15,4.14,5559.36,0.5379
0.46,5.04,2.82,5642.57,0.373
1.2091,13.99,1.76,4537.77,0.5975
1.0815,24.39,3.28,3723.35,0.67
1.2549,34.23,5.48,4594.45,0.9226
0.1703,30.41,2.39,4076.84,0.423
0.9528,5.71,5.06,4227.99,0.5552
1.2205,31.96,1.9,5430.67,0.7958
0.2438,28.5,0.3,3688.82,0.3378
0.0958,28.41,1.12,5568.95,0.3965
0.966,18.74,2.3,4569.17,0.5843
0.7511,16.94,1.21,4990.16,0.4799
1.096,14.09,0.0,3724.13,0.467
0.1903,6.97,5.03,4343.4,0.3349
1.0359,11.85,4.64,3724.25,0.598
0.2701,12.4,4.08,5903.86,0.4339
0.2211,19.52,0.92,5518.15,0.3495
0.2219,27.42,0.66,4649.08,0.3733
1.0608,19.21,0.37,4059.01,0.5269
0.8681,6.74,3.98,5833.64,0.563
0.6848,33.73,5.11,4361.49,0.7201
0.4729,33.28,2.37,3902.46,0.533
1.1416,28.56,0.66,4907.91,0.6764
0.5163,34.74,2.82,5859.44,0.6536
1.0634,21.33,1.92,3509.58,0.5802
0.5765,33.88,2.06,4095.31,0.5665
0.4963,7.27,3.42,5846.12,0.4332
0.6069,15.97,3.95,3927.71,0.4844
0.3988,11.76,0.61,3783.11,0.257
0.9744,10.87,0.2,4925.47,0.4573
0.6585,9.22,5.47,5654.61,0.5667
0.3096,23.67,1.28,4692.77,0.3924
1.1705,28.44,0.3,5986.41,0.7143
0.5052,22.35,1.04,5197.93,0.4528
0.7112,9.41,0.21,3685.19,0.3145
1.1793,29.33,2.15,5982.08,0.7917
0.8153,24.08,4.41,4519.74,0.6584
0.1608,16.64,1.88,4218.51,0.2892
1.2224,25.22,2.44,4894.7,0.7368
0.8197,12.8,3.72,4260.77,0.5276
0.442,15.36,2.8,3716.14,0.3781
0.1897,32.52,4.74,3503.57,0.5096
1.0343,13.72,4.76,4623.96,0.6539
0.8099,19.1,0.05,5592.16,0.4984
0.6982,31.7,4.28,4930.79,0.6994
1.1631,26.23,2.53,5998.02,0.7746
1.0273,6.87,5.44,4217.12,0.6015
0.2057,9.42,2.66,4201.14,0.2688
0.4121,5.24,5.43,3899.37,0.3851
0.3306,23.93,4.15,3910.16,0.4742
0.9697,18.43,1.37,4212.97,0.5347
0.0533,9.03,2.96,5482.1,0.2807
0.7452,33.74,5.46,5764.39,0.8076
0.9936,20.89,4.72,5937.72,0.7539
1.141,12.26,0.54,4080.72,0.499
0.4513,20.02,3.89,5703.24,0.54
1.0694,25.39,1.9,4320.64,0.6486
0.1527,7.29,0.04,3782.1,0.1222
1.1019,13.24,2.22,5675.06,0.6203
0.1745,29.21,1.29,5090.26,0.4146
0.5225,18.79,4.5,3911.83,0.5019
1.0385,21.4,1.86,4574.58,0.6136
0.2034,17.98,4.55,4218.14,0.4109
0.3057,6.32,0.0,5341.99,0.2219
0.9417,9.97,1.69,4633.54,0.482
0.9388,18.37,1.33,5973.2,0.5936
0.8371,11.28,1.28,3636.86,0.4063
0.9052,6.5,0.38,4387.54,0.3836
0.7101,30.31,1.03,4704.75,0.5639
0.3348,34.44,3.06,4757.83,0.5598
0.4559,28.79,1.6,4289.84,0.4768
0.2443,30.61,2.3,5323.1,0.4941
1.1819,12.26,2.07,5686.87,0.6315
0.7626,33.82,4.82,5846.8,0.7937
0.5271,10.91,4.98,5512.73,0.5173
0.606,33.54,2.71,5626.45,0.6576
1.232,34.84,1.82,4876.36,0.7989
0.2078,26.35,0.59,5564.72,0.3938
0.7662,34.43,5.24,4258.76,0.7518
0.6626,22.09,0.33,4496.2,0.4451
0.7988,12.79,1.64,4292.28,0.4467
0.0334,18.11,1.64,4668.47,0.2719
1.135,22.81,1.76,4213.95,0.6373
1.2124,7.19,0.9,5904.03,0.5636
0.739,23.67,4.31,4282.11,0.6183
0.9087,34.44,0.67,3745.11,0.609
1.2,10.7,3.49,4817.04,0.6405
0.9223,28.78,0.68,3642.75,0.5609
0.2068,32.24,0.39,3776.36,0.3652
0.7534,33.31,5.0,4048.47,0.7211
0.7927,33.8,1.05,4660.88,0.6182
0.5571,20.64,4.52,4583.13,0.556
0.96,34.32,3.0,5499.23,0.7786
1.2153,27.72,0.43,5348.69,0.7011
1.204,9.85,5.25,4565.8,0.6884
0.5916,19.31,1.36,4334.26,0.4304
0.1561,26.55,4.73,4291.17,0.4792
1.2804,12.42,0.93,5434.99,0.6116
1.0922,24.22,4.7,3630.18,0.7198
0.1708,25.0,0.07,3532.05,0.2707
1.1979,9.88,2.81,5488.86,0.635
1.1322,21.95,4.23,4692.87,0.738
0.6793,28.15,5.14,3827.2,0.6503
0.7727,19.97,5.0,4088.91,0.6143
0.5247,5.36,4.51,5831.26,0.4646
0.0806,5.27,4.89,5648.76,0.3337
0.4424,15.71,1.1,5274.46,0.3818
1.0457,32.79,1.56,4705.56,0.7078
0.016,11.86,1.59,4800.81,0.2164
0.4402,24.03,2.07,5938.11,0.5142
0.5236,11.66,2.16,5914.43,0.4362
0.7032,14.65,3.0,4038.17,0.4726
1.1966,30.44,0.88,5527.76,0.7422
0.4568,26.87,3.8,3993.11,0.5288
0.4576,7.86,0.92,4033.84,0.263
0.9614,17.86,1.71,5190.23,0.5787
0.5934,5.88,2.77,4512.5,0.3742
0.2997,19.43,4.38,5828.86,0.5112
0.5936,24.87,4.07,3722.52,0.5527
0.1917,8.56,3.55,4778.81,0.3126
0.2375,13.67,0.86,5796.3,0.3134
0.6529,16.94,3.01,5760.28,0.546
0.5504,32.59,0.48,3891.32,0.4818
1.1902,34.8,2.08,4416.59,0.7768
0.4775,6.35,2.27,5047.8,0.3458
0.759,27.83,0.22,3898.49,0.496
0.8256,16.15,1.51,5920.06,0.5442
0.0269,16.77,5.26,5786.87,0.4348
0.866,27.63,5.24,3917.38,0.7105
0.2397,32.55,1.94,3802.89,0.4354
1.2498,33.53,0.24,3713.52,0.6892
0.2018,22.31,0.99,5773.61,0.3803
0.5449,15.71,2.16,3984.06,0.4002
0.1201,28.63,5.21,4540.71,0.5134
1.296,12.53,0.78,4622.13,0.5794
0.6578,21.92,4.2,4997.53,0.6029
0.778,15.76,0.6,3679.34,0.4035
0.0965,24.7,5.4,4066.9,0.4604
0.9774,12.21,2.1,5828.73,0.5749
0.2808,10.75,4.26,5771.03,0.4243
1.1685,32.55,1.88,5453.23,0.785
0.2746,8.05,3.45,3548.5,0.2809
0.256,20.18,1.06,4317.52,0.323
0.0571,11.63,0.8,5069.9,0.2091
0.619,6.17,5.16,4187.98,0.4585
0.7386,6.08,5.05,5773.97,0.554
0.0948,10.26,4.88,5084.72,0.358
1.0104,31.0,3.44,3679.77,0.7089
0.5947,13.47,4.45,5772.51,0.5512
0.6865,33.51,0.38,5894.42,0.6081
0.5786,22.45,1.84,3694.28,0.4451
0.527,18.1,1.73,4830.9,0.4334
0.7319,22.4,3.5,4258.41,0.5748
0.2103,20.5,1.96,4482.1,0.351
0.2447,27.76,0.82,3949.13,0.361
1.1217,13.47,3.28,4945.18,0.6377
1.2305,15.59,4.48,5894.95,0.771
0.4916,31.82,2.1,4757.68,0.5507
0.3593,33.39,0.73,3707.29,0.4316
0.8408,31.78,1.08,5050.0,0.6324
0.5373,17.58,1.31,4350.56,0.3977
0.0427,28.41,1.65,5639.81,0.4022
0.2114,19.29,3.54,4586.7,0.4026
0.9336,19.93,3.31,3982.1,0.5977
0.86,11.14,3.83,3977.76,0.5185
0.045,22.73,1.99,5421.91,0.3579
0.2963,10.58,4.53,4163.97,0.3731
0.3081,14.95,1.12,5418.08,0.3404
0.8767,30.65,2.58,4014.72,0.6469
0.0354,11.21,4.41,4304.22,0.2995
0.1443,7.13,0.99,4663.72,0.1881
1.0419,7.07,0.6,5857.99,0.4973
0.2403,33.22,4.86,5829.33,0.6286
0.852,20.21,1.89,4017.18,0.5248
0.3173,17.28,3.76,4395.55,0.4183
0.1383,29.33,0.14,3873.5,0.314
0.3237,30.07,3.8,4774.96,0.5465
0.9417,14.97,1.74,4651.46,0.5274
1.1138,25.81,0.31,5751.9,0.6653
1.081,28.13,3.35,5825.01,0.7885
0.5224,24.64,1.32,4458.92,0.4583
0.8718,9.55,2.13,4729.34,0.4767
0.2744,31.28,0.44,5740.59,0.4582
0.3882,21.17,0.81,5516.77,0.411
1.1663,13.47,1.64,3509.14,0.5343
0.0268,17.76,0.49,4300.15,0.2103
0.1203,6.13,5.01,4554.44,0.3139
0.2782,8.84,0.03,4074.29,0.1854
0.0442,27.97,2.66,3998.93,0.37
0.2441,5.0,0.68,3594.46,0.1465
0.7621,17.5,1.69,5108.42,0.5103
0.5536,20.68,5.09,4156.28,0.5589
1.1615,6.64,0.89,3630.87,0.4519
1.0645,34.19,5.31,4077.45,0.8368
0.4509,11.78,1.13,5504.78,0.361
0.3447,14.13,4.08,5628.72,0.4607
0.4998,14.12,3.01,4707.67,0.4326
0.7715,11.91,4.86,4540.18,0.5578
0.3558,5.04,3.05,5944.63,0.3614
0.8152,26.88,2.94,4001.41,0.6082
0.5381,34.01,1.08,4038.4,0.5179
0.7221,11.73,0.91,4229.67,0.385
0.5726,24.89,5.04,3931.89,0.5901
0.3899,27.26,1.8,4448.41,0.457
1.2335,30.45,2.05,5777.09,0.8062
0.9951,17.68,4.18,5038.37,0.6713
0.1907,14.09,1.86,4529.87,0.2883
1.1303,14.76,5.24,5836.03,0.7583
0.6388,26.38,4.06,3621.16,0.5752
1.164,29.5,3.29,4025.69,0.7517
1.0418,10.45,4.84,4914.72,0.6427
0.5585,16.13,0.27,5038.88,0.3815
0.039,32.06,1.41,3598.89,0.342
0.3566,29.2,2.56,4507.6,0.4934
0.7087,34.55,1.25,5122.88,0.6246
0.8272,27.63,4.09,5245.18,0.7099
0.3427,16.8,5.06,5095.35,0.4973
0.1898,22.72,2.33,4301.41,0.3699
1.0871,24.83,1.88,3733.8,0.625
1.2799,7.35,5.29,4567.78,0.6919
0.6881,21.33,2.45,3821.89,0.4965
0.2315,26.28,2.69,5869.06,0.4891
0.3613,10.02,1.93,4687.93,0.3148
0.0337,28.42,5.0,4293.15,0.4675
1.1894,22.51,3.13,5415.76,0.7494
0.1619,33.57,4.19,4744.87,0.5397
0.7537,6.27,4.46,4275.09,0.4788
0.3635,12.96,1.88,5529.92,0.3725
0.7249,23.05,2.39,5667.88,0.5942
0.8503,13.9,4.67,5182.52,0.6179
1.0804,26.43,2.0,3617.41,0.6364
0.2763,27.77,4.37,4915.81,0.5386
0.0242,8.08,5.18,5408.24,0.3414
0.1866,20.42,3.43,3841.26,0.3708
1.171,20.27,4.08,4071.68,0.7053
1.1373,16.08,4.43,5706.24,0.7371
0.7807,32.99,4.65,3550.3,0.6941
0.7847,29.83,2.17,5381.82,0.6513
0.8679,25.92,0.28,4684.43,0.5468
0.2362,26.43,2.21,4616.93,0.4243
1.1896,18.85,3.71,3517.74,0.6632
0.5502,32.63,2.48,5548.5,0.6211
0.5042,25.84,4.12,4399.56,0.5624
0.6794,26.87,1.96,4851.91,0.5647
0.0706,30.85,3.49,5193.25,0.4808
0.2245,13.22,1.03,5256.57,0.2901
0.9621,29.21,4.12,5889.95,0.7918
0.1168,10.86,3.0,4828.35,0.2912
0.7881,15.36,1.12,4499.3,0.4548
0.3265,15.07,1.61,5884.26,0.3835
0.5122,34.36,4.12,5105.28,0.6661
0.3824,30.7,2.65,4245.38,0.507
0.4688,26.04,1.19,3816.16,0.4234
0.9376,26.81,5.32,5606.39,0.796
0.3933,21.86,3.93,4405.45,0.4875
0.7407,33.41,5.26,5151.17,0.7716
0.6241,19.89,2.35,4677.04,0.4951
0.8661,16.42,2.61,3997.32,0.522
1.2185,9.89,4.94,5004.22,0.6995
0.955,28.59,2.89,3651.71,0.6501
0.2873,27.03,3.89,4533.36,0.5029
0.0502,16.53,1.39,4866.54,0.2623
0.3483,5.76,2.46,4590.12,0.2896
0.7777,30.17,0.68,5371.68,0.5975
0.0763,5.34,1.13,5569.81,0.1931
0.6503,26.11,0.01,5428.11,0.5014
0.7799,34.11,0.22,3597.03,0.5442
0.4412,18.13,5.38,3985.32,0.5062
1.0045,12.05,1.33,4841.52,0.5144
0.1475,26.15,3.65,5837.06,0.4957
0.1069,29.51,4.62,5587.39,0.5373
0.9494,21.39,3.03,5606.34,0.6699
0.6492,34.01,0.84,4258.02,0.5521
0.898,6.55,4.0,4573.62,0.5208
0.5709,20.14,3.3,4676.76,0.5154
0.3279,26.55,4.02,3893.43,0.4904
1.0666,30.88,4.23,3577.67,0.7498
1.0412,10.38,5.36,5867.26,0.6989
0.9062,29.0,3.15,4101.78,0.666
0.3611,21.58,1.88,4099.87,0.3884
0.7714,16.9,3.57,3708.45,0.5204
0.4757,8.95,0.38,5821.27,0.3298
0.1281,30.96,4.94,4949.34,0.5424
1.1933,9.72,0.66,5167.59,0.5412
0.1865,14.29,1.8,5778.94,0.3365
1.2358,13.7,4.49,4364.05,0.6955
0.5853,31.14,3.29,5053.77,0.6288
0.2488,25.18,2.16,3597.0,0.3748
0.7091,28.9,2.6,3966.93,0.5791
1.1361,12.51,4.7,5578.11,0.7108
0.9546,23.75,1.87,5416.92,0.642
1.0505,22.15,4.78,4376.61,0.722
0.8598,29.98,0.48,4442.03,0.5767
0.903,32.18,4.27,4833.89,0.7623
1.1055,5.36,4.66,3500.6,0.5556
0.3321,25.22,1.0,4103.11,0.3788
0.6414,6.56,2.37,4020.58,0.3606
0.2954,21.47,0.91,4126.21,0.3331
1.2841,13.63,3.89,5514.76,0.734
1.2278,14.2,2.94,4199.18,0.6344
0.0609,15.59,3.49,3978.8,0.2984
0.9202,23.64,1.08,4760.66,0.5755
1.2036,15.02,1.16,5664.11,0.6278
0.2429,26.98,0.23,4103.37,0.3385
0.7426,17.14,1.77,3696.34,0.4476
1.191,7.05,3.08,4391.01,0.5745
0.0538,28.51,4.72,5369.13,0.5073
0.9097,13.57,3.67,4876.73,0.5847
0.3936,17.98,2.39,5541.98,0.4438
1.2025,25.56,5.24,5898.98,0.8756
1.2627,14.97,3.96,5481.66,0.7401
1.2281,6.7,5.12,5009.51,0.6819
0.6217,16.22,2.9,4733.35,0.4851
1.122,33.33,1.42,3600.17,0.6866
1.0995,24.25,0.29,5960.8,0.6551
0.4216,25.14,3.99,4458.7,0.5286
1.0793,23.97,0.67,3880.57,0.5771
0.0577,10.97,1.67,5166.77,0.2392
0.7792,17.55,2.93,4210.72,0.5252
0.3067,27.53,3.1,4964.45,0.5016
0.1655,8.04,3.3,4966.92,0.2985
0.1093,13.34,0.91,4614.32,0.2256
0.9082,13.29,2.09,5590.3,0.553
0.4484,17.96,3.39,4162.42,0.4417
0.9449,34.41,5.33,4621.58,0.8244
0.0943,7.03,4.0,4844.23,0.2885
0.4167,20.56,5.07,5159.06,0.5552
0.7059,10.38,4.19,5459.93,0.5369
1.03,34.12,3.25,4487.02,0.767
0.4212,8.4,1.06,5115.12,0.3048
0.8174,17.11,3.67,3876.53,0.5467
1.1529,27.14,3.43,5831.62,0.8054
0.8045,26.14,3.31,4457.65,0.6303
0.3105,17.68,2.69,5323.8,0.4179
0.0415,15.4,2.91,3550.85,0.2526
1.1324,16.93,1.84,4012.97,0.581
0.0374,12.93,2.86,4717.71,0.275
1.1384,11.16,1.09,5695.63,0.5734
0.6923,19.49,4.43,4818.14,0.5939
1.2214,13.06,1.02,5824.68,0.6178
1.0404,13.62,0.47,4709.49,0.5023
1.2973,24.7,2.4,4726.12,0.7472
0.4624,34.06,3.62,3799.37,0.5778
0.9997,23.11,2.41,5506.64,0.6736
0.5285,7.31,1.52,4117.41,0.3052
0.629,7.27,3.07,5749.03,0.4575
0.8195,33.54,1.91,5777.06,0.7002
1.137,13.92,5.13,5858.28,0.75
1.2795,7.76,5.07,4800.58,0.6966
1.0011,22.97,2.76,5192.73,0.673
0.5489,23.71,1.8,5446.29,0.5154
0.5536,24.46,4.05,3827.54,0.5404
0.9615,13.02,0.2,5002.39,0.4748
0.318,5.45,2.61,3585.74,0.2429
0.1525,33.95,1.85,4743.92,0.455
0.4675,12.53,5.06,3887.11,0.4507
0.3805,25.28,0.07,3957.31,0.3546
0.3922,26.2,3.04,4412.62,0.4923
0.3114,23.3,4.07,4581.09,0.4868
0.0643,14.39,2.67,5057.93,0.3025
0.0331,13.13,0.47,3686.07,0.1473
1.2842,22.93,5.35,4759.23,0.8366
0.5618,30.98,2.85,3956.56,0.5603
0.5058,33.4,3.38,4934.94,0.6222
0.8867,8.18,1.3,5093.51,0.454
0.2915,9.64,2.66,4891.77,0.3247
1.2354,33.34,2.36,5345.74,0.8255
1.0244,27.1,0.41,4339.02,0.596
0.1253,31.49,0.58,5412.77,0.4061
0.5487,11.08,4.61,4581.92,0.4747
1.1441,22.63,1.32,4710.46,0.6424
1.2287,26.03,1.07,5120.26,0.7049
0.6129,25.4,2.78,3545.9,0.5092
0.8013,17.24,4.23,5134.99,0.6135
0.2255,5.46,0.34,5046.46,0.1904
1.2886,22.49,3.17,4274.62,0.7355
0.3089,12.59,0.66,3714.49,0.2355
1.2261,18.51,0.2,3727.34,0.5523
0.848,33.73,0.29,5808.06,0.6529
0.794,16.97,4.59,5223.2,0.6256
0.6714,30.19,0.65,3817.76,0.5017
0.3076,10.66,0.25,4391.81,0.2308
0.2377,25.17,2.41,4981.21,0.4358
0.2944,34.31,4.64,5588.93,0.637
0.2505,8.06,1.44,3609.15,0.2029
1.0157,5.25,2.32,4091.58,0.4655
0.4617,18.01,0.22,5724.37,0.3934
0.0846,7.78,2.47,3522.91,0.1835
1.2601,27.45,3.18,4003.5,0.7588
1.1501,32.44,3.14,5897.56,0.842
1.2068,18.02,1.83,5033.5,0.6537
1.2934,12.76,1.74,4154.18,0.5968
0.2343,18.03,0.59,3667.48,0.2548
0.5212,26.7,2.02,3570.48,0.4655
0.9881,5.27,0.55,4111.86,0.3937
0.9079,22.68,4.22,5703.71,0.7154
0.2085,23.4,5.31,4539.78,0.4994
1.0624,24.13,5.34,5300.83,0.7999
0.2995,12.26,4.76,5795.71,0.4622
0.2987,26.42,3.3,4520.1,0.4792
0.7027,7.74,3.85,3978.19,0.4417
0.7749,10.98,1.57,4792.79,0.4413
0.7583,31.32,3.47,5770.21,0.7188
0.128,27.16,2.51,5510.94,0.4439
1.1419,5.41,2.65,3664.57,0.5007
0.3526,12.45,4.17,5231.43,0.4361
0.1771,11.43,1.55,4929.74,0.266
1.1565,13.12,1.75,5768.66,0.6227
1.2428,12.43,5.09,3806.2,0.6863
1.1221,6.88,0.31,4835.09,0.4689
1.0543,18.77,2.67,5698.66,0.6703
0.8553,26.98,5.02,4525.06,0.718
0.7206,23.2,3.36,4704.99,0.591
0.1222,25.19,3.01,3676.15,0.37
0.5369,7.43,1.37,4195.36,0.3065
0.4908,33.54,1.89,4311.27,0.5397
0.3451,30.15,4.69,5862.81,0.6297
0.9432,29.15,3.08,4206.67,0.6803
0.6497,29.69,2.83,4652.17,0.6034
0.1145,32.98,0.55,5178.26,0.405
0.294,21.33,0.09,3905.46,0.2928
0.8914,11.01,5.3,4716.11,0.61
0.1082,23.5,2.07,5346.35,0.3838
1.1081,27.29,3.32,5667.14,0.7823
0.6487,27.14,0.44,5065.65,0.5109
0.63,20.64,3.76,5172.63,0.5744
0.7742,7.05,5.13,3815.71,0.4978
1.0738,16.13,3.17,5864.44,0.6785
0.4587,32.62,0.69,3831.44,0.4591
0.8846,22.53,3.2,5436.68,0.6591
0.7398,21.15,4.21,4162.04,0.5885
0.3545,13.07,2.24,5833.98,0.3959
1.1434,16.05,4.84,5299.9,0.7374
1.0387,31.86,3.57,5384.53,0.7979
0.8594,24.99,4.95,4047.65,0.6805
1.1073,28.62,3.43,4607.6,0.7551
1.1288,18.63,0.72,5044.53,0.595
0.9238,23.91,1.7,5424.93,0.628
1.0897,12.45,1.11,3759.9,0.4928
0.9097,26.16,5.0,5905.91,0.7822
0.8874,17.83,4.18,5725.55,0.6669
0.808,18.28,3.72,4175.87,0.5676
0.981,24.48,1.66,5556.9,0.6543
0.2146,33.09,1.01,4795.81,0.4382
1.1463,6.92,4.16,4654.52,0.6095
1.1347,29.74,2.61,4286.09,0.7304
0.0477,13.77,1.24,4952.42,0.2359
1.0753,18.32,3.39,5324.72,0.6842
0.1762,5.66,0.22,4527.33,0.1518
0.4423,14.03,1.79,5073.05,0.3844
0.9691,20.08,2.58,5248.28,0.634
0.2174,6.69,0.81,5277.8,0.2248
1.0652,19.73,5.42,3629.92,0.6992
1.0835,32.81,1.15,5649.37,0.7424
0.6646,8.16,0.72,4645.63,0.3464
0.0182,27.93,1.12,4156.04,0.312
0.3803,17.29,4.23,4104.41,0.4432
0.8058,24.66,2.34,4707.54,0.5927
1.2757,12.81,3.11,5717.08,0.7041
0.825,9.78,0.12,4445.87,0.3799
0.3451,9.81,0.19,5374.31,0.2722
0.8279,7.11,2.45,3742.05,0.4145
0.7066,10.57,4.49,4690.14,0.5189
1.016,24.93,4.87,5979.22,0.8026
0.148,31.45,0.48,5426.09,0.4096
0.9917,29.42,2.96,4026.32,0.686
0.7082,25.55,5.02,4753.6,0.6696
1.2523,8.31,2.13,4084.06,0.5574
0.451,13.68,4.56,4523.9,0.4628
0.8261,14.29,0.74,5450.21,0.4816
1.2123,12.5,5.14,5428.06,0.7442
0.1422,20.45,4.13,4070.25,0.392
1.219,21.07,5.18,5805.56,0.8363
0.8974,15.71,3.72,4981.42,0.6053
0.0975,15.61,2.0,4449.81,0.2745
0.3982,29.86,5.16,4754.84,0.6163
0.9235,28.68,1.52,5012.68,0.6458
0.0969,14.23,1.83,4899.73,0.2743
0.761,32.41,3.85,4716.01,0.7006
0.4562,33.58,4.21,4762.33,0.6318
0.811,14.8,5.11,3941.03,0.5799
0.069,15.63,1.13,5531.83,0.2776
1.1343,20.17,4.39,4854.4,0.7357
1.2658,33.23,4.06,3827.7,0.835
1.2599,31.29,0.35,5415.39,0.7452
0.9771,8.08,2.13,5831.11,0.5406
0.1778,16.78,1.56,5868.27,0.35
0.9882,21.6,1.67,4422.54,0.5868
0.0417,20.09,5.41,3838.79,0.3953
0.0385,10.82,3.54,4796.0,0.2852
0.4275,30.76,3.95,3781.52,0.5501
0.6403,25.31,5.37,5834.97,0.7026
1.0038,30.14,2.07,3958.95,0.6608
0.8915,30.76,4.41,4131.91,0.7236
0.5852,27.45,2.39,4516.59,0.5429
0.363,18.18,4.78,4457.91,0.4797
1.2963,23.32,0.99,5486.66,0.7142
0.5598,9.81,5.21,4640.79,0.4914
0.5923,25.21,1.2,3926.92,0.459
0.2211,10.38,1.79,4168.02,0.2488
1.0353,25.82,4.16,4772.78,0.7421
0.9049,11.89,2.17,3868.63,0.474
0.2948,8.53,3.35,5029.14,0.3468
0.1163,9.96,2.45,4914.37,0.2668
0.8878,5.06,4.08,5286.76,0.5364
0.8543,26.56,1.26,5844.26,0.6301
0.3625,26.97,0.32,5780.64,0.4456
1.2366,20.45,1.65,5865.19,0.7104
